episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
61.0,8.0,22.251396648044693,22.251396648044693,179,1,4000,True,179,1,beb6a97fca32453b90652ffc4efd6979,2020-08-18_18-43-56,1597776236,8.925168514251709,8.925168514251709,19041,terminator-1000,10.168.0.7,8.925168514251709,0,1,bda13_00002,2_lr=0.0001,"[9.0, 18.0, 35.0, 22.0, 37.0, 17.0, 16.0, 17.0, 19.0, 15.0, 18.0, 9.0, 16.0, 42.0, 16.0, 24.0, 28.0, 13.0, 41.0, 14.0, 16.0, 26.0, 18.0, 9.0, 23.0, 11.0, 15.0, 21.0, 28.0, 26.0, 15.0, 15.0, 18.0, 13.0, 27.0, 39.0, 12.0, 18.0, 20.0, 20.0, 48.0, 59.0, 51.0, 18.0, 43.0, 16.0, 12.0, 17.0, 25.0, 11.0, 11.0, 32.0, 15.0, 21.0, 25.0, 15.0, 10.0, 11.0, 11.0, 11.0, 8.0, 13.0, 15.0, 11.0, 22.0, 46.0, 11.0, 15.0, 17.0, 16.0, 22.0, 19.0, 32.0, 11.0, 16.0, 13.0, 35.0, 18.0, 46.0, 10.0, 11.0, 11.0, 16.0, 24.0, 39.0, 14.0, 23.0, 27.0, 21.0, 13.0, 27.0, 18.0, 21.0, 31.0, 12.0, 22.0, 10.0, 19.0, 30.0, 39.0, 26.0, 38.0, 37.0, 22.0, 17.0, 14.0, 14.0, 24.0, 16.0, 11.0, 25.0, 25.0, 27.0, 11.0, 13.0, 25.0, 61.0, 17.0, 43.0, 51.0, 39.0, 49.0, 17.0, 22.0, 11.0, 11.0, 16.0, 21.0, 40.0, 17.0, 50.0, 15.0, 22.0, 19.0, 23.0, 21.0, 58.0, 18.0, 43.0, 17.0, 27.0, 13.0, 28.0, 11.0, 26.0, 29.0, 17.0, 22.0, 15.0, 10.0, 17.0, 45.0, 10.0, 18.0, 22.0, 21.0, 42.0, 14.0, 12.0, 15.0, 12.0, 14.0, 21.0, 39.0, 28.0, 19.0, 19.0, 14.0, 26.0, 13.0, 15.0, 17.0, 45.0, 19.0, 26.0, 27.0, 35.0, 11.0, 21.0]","[9, 18, 35, 22, 37, 17, 16, 17, 19, 15, 18, 9, 16, 42, 16, 24, 28, 13, 41, 14, 16, 26, 18, 9, 23, 11, 15, 21, 28, 26, 15, 15, 18, 13, 27, 39, 12, 18, 20, 20, 48, 59, 51, 18, 43, 16, 12, 17, 25, 11, 11, 32, 15, 21, 25, 15, 10, 11, 11, 11, 8, 13, 15, 11, 22, 46, 11, 15, 17, 16, 22, 19, 32, 11, 16, 13, 35, 18, 46, 10, 11, 11, 16, 24, 39, 14, 23, 27, 21, 13, 27, 18, 21, 31, 12, 22, 10, 19, 30, 39, 26, 38, 37, 22, 17, 14, 14, 24, 16, 11, 25, 25, 27, 11, 13, 25, 61, 17, 43, 51, 39, 49, 17, 22, 11, 11, 16, 21, 40, 17, 50, 15, 22, 19, 23, 21, 58, 18, 43, 17, 27, 13, 28, 11, 26, 29, 17, 22, 15, 10, 17, 45, 10, 18, 22, 21, 42, 14, 12, 15, 12, 14, 21, 39, 28, 19, 19, 14, 26, 13, 15, 17, 45, 19, 26, 27, 35, 11, 21]",0.0708834346131485,0.1812115278103387,0.7452635251412064,4930.283,811.313,44.929,89029.775,3800.149,1052.59,4.057,4000,4000,36.215384615384615,3.530769230769231,0.20000000298023224,9.999999747378752e-05,80.02433,-0.050402306,80.067856,0.22687292,0.034396462,0.6605255,0.0
